number of bedrooms,number of bathrooms,living area,lot area,number of floors,number of views,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,Number of schools nearby,Distance from the airport,Price
3,2.25,2230,9053,2,0,2230,0,1987,0,122030,52.8894,-114.334,2390,3,56,600000
4,2.5,2910,5776,2,2,2910,0,1998,0,122008,52.7688,-114.06,2550,2,77,589000
3,2.5,2540,6093,2,0,2540,0,1999,0,122033,52.9342,-114.426,2540,1,68,567000
3,2.25,2020,3600,2,0,2020,0,1998,0,122010,52.8978,-114.355,2070,3,62,556000
3,3,1960,1168,2,0,1600,360,2007,0,122012,52.7745,-114.204,2080,3,79,556000
5,3.25,3010,1074218,1.5,0,2010,1000,1931,0,122012,52.6864,-114.194,2450,2,66,542500
3,1.75,1300,62290,1,0,1300,0,1983,0,122045,52.8829,-114.169,1850,3,72,540000
3,2,1470,1691,2,0,1000,470,2007,0,122006,52.9043,-114.506,1660,3,74,540000
4,2.5,1900,5790,2,0,1900,0,1994,0,122011,52.7991,-114.186,2030,2,79,535800
2,1,1030,4841,1,0,920,110,1939,0,122028,52.916,-114.531,1530,3,68,535000
3,2.75,2100,10362,2,0,1510,590,1998,0,122025,52.6647,-113.607,2240,3,58,525000
3,1,1450,4000,1,1,950,500,1948,0,122051,52.7854,-114.456,1880,1,63,525000
4,2.5,3290,11446,2,0,3290,0,1992,0,122058,52.9699,-114.424,2050,3,60,520000
3,2.5,1900,7604,2,0,1900,0,1990,0,122010,52.9302,-114.378,1980,3,69,512500
3,3.5,2380,6250,2,3,1670,710,1997,0,122051,52.7437,-114.442,2540,3,51,495000
4,2,1790,2250,1,2,840,950,1909,0,122028,52.8826,-114.535,1440,1,56,475000
4,2,1660,6150,1,0,850,810,1945,0,122064,52.7671,-114.558,1110,1,64,452000
2,1,1200,4000,1,0,1070,130,1940,0,122064,52.8066,-114.568,1770,3,74,450000
4,2.25,2080,12007,1,0,1220,860,1979,0,122019,52.8559,-114.241,2110,1,67,442000
3,1,1150,3000,1,0,1150,0,1906,0,122028,52.9167,-114.535,1460,1,57,430000
3,2.75,2550,11160,2,0,2550,0,1994,0,122014,52.9651,-114.513,1020,1,76,430000
3,2.5,2420,49928,2,0,1860,560,1985,0,122012,52.693,-114.198,2620,2,72,429000
1,1,960,40946,1,0,960,0,1945,0,122041,52.9251,-114.054,1320,3,69,420850
3,2,1440,4421,1,0,1440,0,2007,0,122045,52.9488,-114.214,1440,3,69,413800
3,1.75,2470,9620,1,1,1570,900,1962,0,122043,52.6296,-114.51,2600,2,69,405000
3,1.75,1540,12446,1,0,1540,0,1967,0,122012,52.7472,-114.217,1330,3,73,396450
3,2.25,1445,1471,2,0,1300,145,2003,0,122012,52.7642,-114.262,1410,1,80,389999
3,2,1540,7947,1,0,1120,420,1961,0,122017,52.9905,-114.407,1910,1,58,385500
5,2.25,2880,11965,2,0,2880,0,1990,0,122035,52.6034,-114.314,2370,3,52,382000
3,1.75,2000,9416,1,0,2000,0,1961,0,122010,52.927,-114.365,1440,2,71,374000
3,2.5,2150,7484,2,0,2150,0,1988,0,122019,52.8491,-114.233,2150,3,67,368250
2,0.75,850,7710,1,2,550,300,1909,0,122059,52.7888,-114.491,2500,3,61,360000
3,2.5,1530,1131,3,0,1530,0,2009,0,122028,52.9293,-114.536,1530,3,70,360000
3,1.5,980,7790,1,0,980,0,1969,0,122033,52.9441,-114.403,1390,2,68,350000
4,2.75,1800,5453,1,0,1050,750,2002,0,122042,52.6932,-114.399,1820,1,74,344500
4,2.5,2220,4228,2,0,2220,0,2014,0,122052,52.7314,-114.531,2220,1,68,334990
3,2.25,1800,10500,2,0,1800,0,1995,0,122024,52.6179,-114.222,1870,1,50,332500
3,1,1250,9126,1,0,1250,0,1969,0,122037,52.9854,-114.266,1440,2,77,330000
3,1,990,6750,1,0,990,0,1947,0,122038,52.9425,-114.521,1440,3,54,325000
4,2.25,2000,9000,1,0,2000,0,1978,0,122018,52.5425,-114.577,2190,2,78,318989
2,1,970,13700,1,0,970,0,1949,0,122034,52.745,-114.552,1570,2,56,300000
3,2.5,2720,6014,2,0,2720,0,2002,0,122023,52.5644,-114.364,2760,1,80,299900
2,1,790,5240,1,0,790,0,1925,0,122051,52.7603,-114.478,1430,1,63,299800
3,2.25,1870,3230,2,0,1870,0,1997,0,122053,52.7215,-114.357,1620,2,76,288400
3,1.75,2380,6000,1.5,0,1320,1060,1935,0,122063,52.728,-114.412,1290,3,67,285000
3,2.5,2030,6326,2,0,2030,0,1993,0,122024,52.5791,-114.219,1810,1,77,275000
3,1.75,1390,10905,1,0,860,530,1957,0,122034,52.7817,-114.55,1390,1,50,270000
6,2,2220,8797,1,0,2220,0,1977,0,122072,52.5277,-114.417,1170,3,80,260000
3,2.5,1990,8991,1,0,1570,420,1969,0,122035,52.6239,-114.354,1920,1,70,256750
3,1.5,1060,9039,1,0,1060,0,1973,2013,122046,52.6593,-114.341,1410,1,59,255000
3,2,1170,7258,1,0,1170,0,1984,0,122039,52.5633,-114.456,1410,2,64,250000
2,1,1140,5500,1,0,1140,0,1947,0,122034,52.7487,-114.553,1110,3,50,249900
3,1.5,1780,23819,1,0,1780,0,1953,0,122056,52.7212,-114.502,1130,2,74,246000
2,1.75,1330,7200,1,0,1330,0,1993,0,122070,52.6767,-114.471,1450,2,77,240000
5,2,1930,6120,1.5,0,1930,0,1941,1969,122052,52.7373,-114.527,1130,1,50,230000
2,1,1396,111949,1,0,1396,0,1940,1997,122045,52.8674,-114.197,2020,3,76,225000
3,1,1060,9126,1,2,1060,0,1956,0,122068,52.431,-114.189,1300,2,64,220000
4,2.5,2160,8005,2,0,2160,0,1993,0,122039,52.4968,-114.421,1790,3,76,220000
3,1,1020,7874,1,0,1020,0,1956,0,122034,52.7475,-114.536,1290,3,69,218000
3,1,1240,4842,1,0,1240,0,1916,0,122051,52.7466,-114.459,1540,3,74,210000
4,1,1310,5200,1.5,0,1160,150,1945,0,122064,52.7684,-114.56,1090,1,76,200000
4,2,2030,8120,2,0,2030,0,1950,0,122063,52.7294,-114.451,1520,1,78,199000
3,1.75,1380,7350,1,0,990,390,1981,0,122035,52.599,-114.283,1660,2,65,195000
2,1,1080,3899,1,0,1080,0,1972,0,122043,52.6092,-114.511,1090,3,57,195000
2,1.75,1100,7600,1,0,1100,0,1980,0,122043,52.6436,-114.508,1230,1,63,189650
3,1.75,1230,13056,1,0,1230,0,1962,0,122039,52.5471,-114.469,1690,2,77,175000
3,1,1010,25000,1,0,1010,0,1966,0,122041,52.9227,-114.091,2020,1,60,150000
4,5.5,5060,10320,2,0,5060,0,2008,0,122048,52.8545,-114.4,3010,3,79,2150000
3,2.5,3160,12824,1,2,1820,1340,1966,0,122048,52.8451,-114.406,3390,3,59,1600000
3,1.75,1610,7200,1,0,1090,520,1973,0,122047,52.8579,-114.477,3790,2,67,1180000
3,2.75,2890,12130,2,3,2830,60,1987,0,122010,52.8805,-114.393,2415,3,56,1170000
6,4.5,6040,219542,2,0,4100,1940,1996,0,122011,52.7922,-114.193,2010,1,52,1150000
4,3,3600,9200,1,4,2100,1500,1976,0,122029,52.8166,-114.306,2700,1,65,1080000
4,3.25,3440,35021,2,0,3440,0,1983,0,122010,52.8776,-114.374,3440,3,75,1050000
4,2.5,3030,12590,1.5,0,3030,0,1988,0,122048,52.8106,-114.383,2980,3,74,1050000
4,3.75,3860,5474,2.5,0,3860,0,2007,0,122011,52.7696,-114.185,3040,2,59,1050000
4,3,4260,18687,2,0,4260,0,1996,0,122020,52.8174,-114.172,3490,1,78,1000000
4,2.75,2080,4000,1.5,0,2080,0,1912,2000,122026,52.9037,-114.548,1730,1,73,940000
3,1.5,1660,4800,2,0,1660,0,1907,0,122003,52.8652,-114.548,1690,2,65,926300
4,3.25,3340,10890,1.5,0,2240,1100,1963,2000,122005,52.8977,-114.326,2880,3,77,910000
4,3.25,3090,6744,2,4,3090,0,1923,2015,122050,52.998,-114.578,2020,2,80,850000
4,2.75,2410,6000,1,0,1410,1000,1950,0,122026,52.9007,-114.589,1760,3,68,805000
4,2.5,2350,8001,2,0,2350,0,1987,0,122027,52.7778,-114.343,2460,3,69,770000
4,2.5,2930,18199,2,0,2930,0,1998,0,122020,52.8237,-114.237,2930,3,51,749000
3,2,2000,3207,1,0,1100,900,1916,0,122028,52.8861,-114.531,1460,3,56,677000
4,2.5,2600,17388,2,0,2600,0,1996,0,122015,52.7583,-114.336,2950,1,63,665000
3,2.5,2450,4332,2,0,2450,0,2010,0,122045,52.9242,-114.206,2450,1,64,660000
3,2.5,2670,10496,2,0,2670,0,1989,0,122019,52.8572,-114.216,2490,3,51,657500
4,1.75,2740,8520,1,2,1370,1370,1954,0,122051,52.7745,-114.453,2740,2,74,657000
4,2.5,2860,12394,2,0,2860,0,1999,0,122020,52.8132,-114.216,3070,1,65,655000
4,1.75,2260,7005,1,1,1130,1130,1947,0,122010,52.9195,-114.397,2330,3,66,648360
4,2.5,3240,13978,1,0,1860,1380,1977,0,122019,52.8598,-114.247,3150,2,63,635700
3,1.75,2060,12558,1,0,1350,710,1984,0,122005,52.8959,-114.334,1850,2,61,625000
4,2.5,2980,8107,2,0,2980,0,2000,0,122008,52.7689,-114.066,2750,3,76,622500
4,2.75,2750,14982,1,3,1720,1030,1981,0,122043,52.5866,-114.51,2860,1,51,604700
3,1.75,1650,5100,1,0,1040,610,1908,0,122006,52.9173,-114.511,1540,2,56,600000
4,3,2170,8240,1,0,1370,800,1968,0,122005,52.8591,-114.283,2020,3,71,592500
4,1.75,3000,42200,1,3,1500,1500,1950,0,122053,52.7565,-114.392,2500,2,53,585000
4,2.25,2350,8140,1,0,1430,920,1977,0,122027,52.7879,-114.319,2640,3,52,555000
3,2.25,1670,1596,2,0,1220,450,2002,0,122032,52.8774,-114.586,1670,2,53,505000
2,1.75,2860,59612,1,4,1510,1350,1948,2003,122018,52.5576,-114.579,2720,2,52,503000
2,1.75,1560,1750,1,0,780,780,1904,0,122061,52.8647,-114.545,1850,1,78,494400
4,2,1640,5000,2,0,1640,0,1907,1983,122026,52.8962,-114.555,1240,1,70,492000
5,2.25,2230,9600,1,0,1320,910,1978,0,122037,52.9766,-114.266,2080,1,66,482000
4,2.25,3250,34293,2,0,3250,0,1983,0,122035,52.5796,-114.284,3110,2,51,480000
3,2.25,1820,8008,1,0,1240,580,1981,0,122005,52.9506,-114.3,2030,3,60,475000
3,2.25,1470,1578,2,0,1090,380,2007,0,122016,52.7688,-114.577,1470,2,64,432000
3,2.75,2200,14925,1,0,1100,1100,1982,0,122045,52.8906,-114.249,1520,1,72,432000
3,3.5,1900,1612,2,0,1430,470,2008,0,122016,52.774,-114.575,1780,1,68,431500
4,3,3220,8936,2,0,2450,770,1990,0,122067,52.6508,-114.403,2810,2,76,430000
2,2.5,1520,1588,2,0,1240,280,2007,0,122054,52.8125,-114.503,1660,2,71,430000
3,2.25,1950,7221,1,0,1950,0,2006,0,122070,52.661,-114.475,2310,1,59,408000
3,1,1040,6250,1,0,1040,0,1942,0,122016,52.7826,-114.575,1770,2,77,400000
2,1,590,10945,1.5,0,590,0,1983,0,122062,52.5664,-114.223,2020,2,64,398000
4,2.5,3140,8060,2,0,3140,0,1991,0,122018,52.5391,-114.533,3000,2,75,389950
3,1,1250,7300,1,0,1250,0,1956,0,122029,52.8332,-114.315,1540,3,56,385000
2,2.5,1230,987,2,0,1060,170,2011,0,122054,52.8307,-114.495,1290,1,66,380000
5,3.5,2420,4670,2,0,2420,0,2013,0,122051,52.7541,-114.475,1430,3,51,380000
2,1,800,3330,1,0,800,0,1918,0,122026,52.8866,-114.548,1300,3,55,373500
4,2.75,3150,67518,1,0,2250,900,1965,0,122023,52.5682,-114.386,2210,3,57,370000
3,1,1100,4046,1.5,4,1100,0,1922,0,122043,52.574,-114.521,2550,1,66,361000
3,1.5,1360,885,3,0,1360,0,2008,0,122028,52.9261,-114.539,1360,1,74,359000
2,1.75,1060,16470,1,0,1060,0,1977,0,122021,52.9709,-114.279,1790,1,55,356000
3,2.25,1280,959,3,0,1280,0,2005,0,122028,52.9214,-114.533,1130,2,64,355000
2,1,1060,1600,2,0,1060,0,1979,0,122054,52.8188,-114.484,1360,3,51,353250
1,1,550,1279,2,0,550,0,2008,0,122044,52.846,-114.504,1460,2,59,353000
4,2.5,2052,3723,2,0,2052,0,2014,0,122040,52.5124,-114.485,2052,1,73,349900
3,1,1220,7876,1,0,1220,0,1966,0,122033,52.9617,-114.391,1340,2,59,348580
3,1,1070,6109,1,0,1070,0,1951,0,122022,52.9507,-114.51,1170,1,62,337000
5,2.25,2000,7900,1,0,1300,700,1986,0,122070,52.6591,-114.482,2000,3,58,330000
4,3.5,3150,6202,2,0,3150,0,2005,0,122035,52.6293,-114.352,2950,3,53,330000
3,2.5,1750,7208,2,0,1750,0,1994,0,122042,52.6615,-114.382,2050,3,72,324000
3,2.25,1347,1292,3,0,1347,0,2010,0,122022,52.9606,-114.481,1480,1,64,321000
3,2,1110,10500,1,0,1110,0,1978,0,122025,52.6756,-113.963,1230,3,53,320000
3,2.25,998,844,2,0,798,200,2007,0,122007,52.9283,-114.557,998,3,76,320000
2,1,1070,5824,1,2,1070,0,1949,0,122063,52.737,-114.432,2090,3,55,319950
3,1.5,2320,7500,1,0,2320,0,1976,0,122055,52.9713,-114.169,1480,1,66,307000
4,1.75,2200,169448,1.5,0,1400,800,1942,0,122056,52.7245,-114.493,1520,2,76,305000
3,3,1860,7440,1,0,1040,820,1954,0,122063,52.7335,-114.445,1490,1,73,301350
6,2,2040,10812,1,0,2040,0,1943,0,122053,52.7219,-114.371,1440,1,53,300000
5,2.5,2760,6000,2,0,2760,0,2006,0,122059,52.7589,-114.511,1360,1,66,300000
4,2,980,10640,1,0,980,0,1978,0,122025,52.6762,-113.963,1230,2,66,295000
1,0.75,1170,14149,1,0,880,290,1962,0,122068,52.4953,-114.1,1130,1,57,275000
4,3,1990,6180,2,0,1990,0,1990,0,122018,52.5383,-114.55,1910,3,73,273000
2,1.5,840,867,2,0,840,0,2005,0,122006,52.9255,-114.494,840,3,78,270000
3,2.5,1550,3569,2,0,1550,0,2011,0,122072,52.5828,-114.401,2095,1,50,259000
4,2.75,2570,7264,2,0,1720,850,1998,0,122023,52.488,-114.398,2420,2,53,254500
2,1,940,8532,1,0,940,0,1959,0,122031,52.7114,-114.533,1050,1,79,249950
4,2,1580,8000,1,0,1040,540,1967,0,122040,52.5767,-114.494,1550,2,78,245000
4,2.5,1980,7403,2,0,1980,0,1988,0,122018,52.5197,-114.562,1980,2,60,243500
4,2.25,1720,8300,1,0,1720,0,1973,0,122018,52.5492,-114.575,2010,1,53,240000
2,1,740,11250,1,0,740,0,1938,0,122052,52.7336,-114.552,1390,2,68,235750
3,1,910,6000,1,0,910,0,1956,0,122052,52.7365,-114.528,1090,2,72,219900
3,1,870,5330,1,0,870,0,1969,2014,122035,52.599,-114.267,840,3,71,180000
2,1,1400,4500,1,0,900,500,1922,0,122042,52.7166,-114.409,1400,1,74,180000
4,1.5,1740,7292,1,0,1020,720,1962,0,122056,52.7087,-114.492,1740,3,73,180000
2,2.5,1160,2174,2,0,1160,0,1998,0,122034,52.7564,-114.556,1380,3,64,168000
2,1,820,10270,1,0,820,0,1954,0,122056,52.7419,-114.519,1670,2,75,150000
4,3.5,4390,11600,2,3,3060,1330,1990,0,122057,52.8162,-114.436,3240,2,76,1610000
4,3,3370,5432,1,3,1860,1510,1988,0,122007,52.9073,-114.593,2730,1,69,1330000
4,3.5,4740,172497,2,0,4740,0,2003,0,122045,52.9079,-114.265,2120,1,53,1200000
3,4,4380,42769,2,0,4380,0,1983,0,122005,52.9467,-114.299,3630,3,60,1050000
4,3,3680,5854,1,3,2060,1620,1967,0,122032,52.8627,-114.585,3140,2,67,980000
5,3.25,3400,7452,2,0,3400,0,1999,0,122030,52.8441,-114.326,2650,3,76,950000
4,2,2840,13367,1,0,1420,1420,1952,0,122048,52.8537,-114.4,2840,1,54,945000
4,2.25,2530,9200,1,0,1570,960,1976,0,122027,52.7912,-114.342,3030,3,60,902000
3,3.5,4080,217697,1.5,3,4080,0,2000,0,122023,52.4904,-114.329,2710,3,76,900000
4,3.5,4220,196817,2,0,4220,0,1993,0,122023,52.4942,-114.377,2500,1,76,799950
4,2.75,3500,7200,2,0,3500,0,2005,0,122045,52.9118,-114.215,3920,3,67,788600
4,2.5,2380,9614,2,0,2380,0,1991,0,122027,52.7923,-114.306,2560,1,79,782000
3,2.5,2390,9157,2,0,2390,0,1984,0,122005,52.8917,-114.34,2360,2,55,735000
4,2.5,2560,36601,2,0,2560,0,1987,0,122020,52.8151,-114.182,2790,3,51,675000
4,2,1590,6750,1,0,1590,0,1951,0,122013,52.8706,-114.507,2370,1,63,670500
3,2.75,1800,9550,1,0,1320,480,1966,0,122027,52.7979,-114.368,1890,2,66,665000
3,1.75,1240,3600,1.5,0,1240,0,1926,0,122009,52.8097,-114.595,1660,2,69,662990
4,4,2290,6250,1.5,0,1690,600,1940,0,122009,52.8124,-114.574,1920,3,79,661254
4,2.75,2250,5700,1,0,1200,1050,1951,0,122061,52.8706,-114.534,1720,2,71,648475
3,1.75,1620,3975,1,0,940,680,1926,0,122007,52.9086,-114.558,1320,2,52,641000
3,2.5,2600,10092,1,0,2600,0,1984,0,122019,52.8523,-114.222,2440,3,75,625000
3,1,1230,8114,1,0,1230,0,1951,0,122048,52.8122,-114.386,2220,1,64,607000
3,1,1500,3920,1,0,1000,500,1947,0,122026,52.9018,-114.549,1640,2,57,606000
3,2.75,1960,5562,1.5,0,1410,550,1926,0,122028,52.9044,-114.543,2040,1,80,599000
2,1.5,1030,4500,1,0,830,200,1924,0,122061,52.8755,-114.542,1250,3,55,595000
3,2,1670,4572,1.5,0,1670,0,1931,0,122007,52.9154,-114.563,1480,1,78,585000
3,2.5,1620,1173,3,4,1470,150,2008,0,122028,52.8981,-114.545,1620,1,74,580000
5,2.5,3840,16905,2,0,3840,0,1991,0,122018,52.5296,-114.532,3270,1,73,556000
4,2,3510,12905,1,2,2210,1300,1965,1982,122031,52.6766,-114.55,2530,2,50,554820
3,1,1430,5000,1,0,1080,350,1919,0,122006,52.9024,-114.486,1630,2,75,552000
3,2.5,2510,5400,2,0,2510,0,1992,0,122053,52.7504,-114.396,1840,1,51,550000
3,2,1830,9152,1,0,1830,0,1959,0,122027,52.7831,-114.371,1770,2,63,550000
4,3,2830,213879,2,0,2830,0,1987,0,122023,52.5225,-114.297,2250,3,55,549900
3,2.5,2210,7620,2,0,2210,0,1994,0,122005,52.9238,-114.32,1920,1,68,535000
4,1.75,1814,5000,1,0,944,870,1951,0,122006,52.914,-114.471,1290,1,51,530000
1,0.75,820,59677,1,0,820,0,1999,0,122008,52.7616,-113.954,1590,1,50,527550
3,1.75,1680,3420,1,0,960,720,1992,0,122006,52.9154,-114.481,1680,1,60,526000
2,1,1680,6500,1,0,1140,540,1941,0,122016,52.78,-114.578,1610,2,51,515000
2,2,1140,8282,1,0,1140,0,1924,2009,122010,52.9249,-114.4,1650,1,57,498000
3,1,1280,2580,1.5,0,1280,0,1910,2014,122006,52.9027,-114.51,1410,2,76,478000
3,1.75,1620,8645,1,0,1190,430,1973,0,122005,52.8951,-114.341,2010,1,63,467100
4,2.75,2430,20720,1,0,2430,0,1967,0,122021,53.005,-114.329,2580,3,76,465425
3,1.75,1120,5500,1.5,0,1120,0,1925,0,122016,52.7745,-114.581,1490,3,62,464600
3,1.75,1300,2580,1,0,820,480,1919,0,122006,52.904,-114.509,1180,3,70,462000
3,1,1670,4005,1.5,0,1170,500,1939,0,122007,52.9178,-114.57,1240,1,55,460000
3,2,1560,4080,2,0,1560,0,1923,1982,122006,52.9192,-114.509,1900,1,74,449950
3,2,1630,8702,1,0,1630,0,1987,0,122053,52.7468,-114.383,2250,1,68,445000
4,2.5,2560,10400,1,0,1280,1280,1965,0,122012,52.7525,-114.23,1740,2,70,440000
4,2.5,2380,12067,2,0,2380,0,2002,0,122015,52.7173,-114.334,2330,1,50,439950
4,1.75,1830,9600,1,0,1010,820,1966,0,122027,52.8028,-114.315,1910,2,53,433000
3,1.5,1110,9762,1,0,1110,0,1963,0,122005,52.906,-114.34,1900,3,54,416000
3,2,1650,9641,1.5,0,1650,0,1983,0,122033,52.9445,-114.421,1940,1,76,410000
4,3,4060,35621,1,0,2030,2030,1989,0,122023,52.5359,-114.298,2950,3,65,404000
3,2,1540,1827,2,0,1540,0,2005,0,122011,52.7779,-114.188,1540,2,59,402000
3,1.75,2420,12676,2,0,2420,0,1911,1986,122025,52.7243,-113.979,1210,3,64,399500
4,2.5,2440,7155,2,0,2440,0,1993,0,122046,52.6801,-114.316,2450,1,73,388000
3,1,1800,5612,1,0,1200,600,1942,0,122064,52.755,-114.568,1450,3,76,383000
2,1,800,6380,1,2,800,0,1940,0,122006,52.921,-114.499,920,2,79,379000
5,1.75,2120,8399,1,0,1320,800,1942,0,122038,52.9921,-114.525,2120,2,56,377691
2,2.5,750,1468,2,0,750,0,2006,0,122044,52.8393,-114.5,1320,2,75,375000
3,2,1270,1323,3,0,1270,0,2006,0,122028,52.9234,-114.532,1330,2,79,360000
3,2,1220,1186,3,0,1220,0,2007,0,122028,52.9272,-114.531,1280,3,56,355000
3,2,1370,78408,1,0,1370,0,1964,0,122035,52.6167,-114.271,1620,3,50,354800
3,1,1010,11244,1,0,1010,0,1947,0,122014,52.9767,-114.511,1220,1,61,350000
4,2.5,1750,8476,1,0,1240,510,1983,0,122046,52.6747,-114.327,1660,1,77,335000
4,2.5,2210,6080,1,2,1410,800,1965,0,122063,52.7215,-114.418,2210,1,78,334000
3,1,1920,6862,1,2,1120,800,1952,0,122051,52.7493,-114.464,2000,2,70,325000
2,1,780,13500,1,0,780,0,1946,1989,122037,52.9683,-114.264,2200,3,55,306000
4,2.5,1960,9898,2,0,1960,0,2001,0,122065,52.6134,-114.358,2130,2,66,300000
2,1,1340,7788,1,2,1340,0,1947,0,122063,52.7394,-114.434,2550,3,70,300000
4,1.5,1930,15531,2,0,1930,0,1979,0,122040,52.575,-114.486,1580,1,80,275000
3,1.75,1620,7540,1,0,1310,310,1988,0,122024,52.5935,-114.242,1580,1,70,258000
3,2,1490,8371,1.5,0,1490,0,1984,0,122067,52.6262,-114.379,1350,1,57,255000
4,1,1450,8960,1,0,1450,0,1943,0,122052,52.7272,-114.538,1160,3,55,244000
4,2.5,1810,39639,1,0,1230,580,1970,0,122035,52.5772,-114.3,1810,3,77,235000
2,1,1140,1730,1.5,0,1010,130,2007,0,122064,52.7794,-114.562,1360,2,54,235000
2,1,1300,11867,1.5,0,1300,0,1975,0,122062,52.5521,-114.093,820,2,53,225000
3,1,960,9633,1,0,960,0,1982,0,122068,52.4251,-114.191,1080,3,66,218000
4,1,1350,11507,1,0,1350,0,1966,0,122042,52.6569,-114.387,1320,1,60,200000
2,1,1300,44431,1,0,1300,0,1958,0,122039,52.557,-114.457,1470,1,69,175000
3,1,1700,8645,1,0,1700,0,1955,0,122052,52.7199,-114.527,1500,3,58,149000
3,1,1080,10500,1,0,1080,0,1967,0,122039,52.55,-114.468,1200,2,67,132500
2,1,580,7500,1,0,580,0,1943,0,122063,52.7152,-114.441,1700,2,65,90000
1,0.75,430,5050,1,0,430,0,1912,0,122041,52.8799,-114.099,1200,3,71,80000
5,4,4580,4443,3,4,4580,0,2004,0,122020,52.7982,-114.249,2710,2,69,2000000
4,4.25,5584,68257,2,0,5584,0,1998,0,122041,52.8413,-114.142,5030,3,67,1680000
4,2.5,3670,7000,2,0,3670,0,2005,0,122020,52.8154,-114.27,3680,3,59,820000
2,1,1010,4320,1,0,1010,0,1924,0,122006,52.9146,-114.507,1680,2,54,501000
3,2.5,1740,5782,2,0,1740,0,1989,0,122011,52.8083,-114.191,2080,1,62,496700
3,1,1370,3000,1.5,0,1370,0,1924,0,122028,52.8919,-114.541,1510,2,56,479000
3,2.5,2460,4399,2,0,2460,0,2007,0,122008,52.7715,-114.074,2060,2,59,440500
4,1.75,1960,9300,1,0,1340,620,1979,0,122025,52.6787,-113.962,1500,2,66,372000
4,1.5,2670,10026,2,0,2670,0,1996,0,122023,52.4959,-114.405,2420,1,57,347000
3,1.75,1260,6908,1,0,1260,0,1994,0,122024,52.615,-114.221,1810,3,75,245000
2,1,720,7200,1,0,720,0,1943,0,122046,52.7063,-114.367,970,1,74,199000
3,3,2980,28000,1,0,1820,1160,1981,0,122005,52.9618,-114.329,2570,1,76,675000
3,2.5,1620,7410,1,0,1620,0,1955,0,122038,53.0008,-114.525,1450,2,50,355300
4,3.5,2630,3435,1.5,3,1640,990,1984,0,122070,52.6655,-114.462,1920,1,62,325000
3,2.5,1560,4200,2,0,1560,0,2003,0,122024,52.6138,-114.216,1560,3,68,295000
3,1.75,1570,8459,1,0,1570,0,1991,0,122068,52.4316,-114.196,1650,2,54,195000
3,2,2130,35169,1,0,2130,0,1989,0,122021,52.9789,-114.313,2860,1,62,880000
4,2.5,2700,8810,2,0,2700,0,2004,0,122005,52.9341,-114.306,2730,1,61,690000
2,1.5,2730,19877,1,0,1570,1160,1976,0,122055,52.9998,-114.088,1450,2,64,460000
3,1.5,1690,1468,1,0,1140,550,1956,0,122058,52.969,-114.443,1840,2,53,379950
3,2.5,1780,4050,2,0,1780,0,2001,0,122014,52.9646,-114.498,1571,2,57,370000
4,2.5,2100,3916,2,0,2100,0,2009,0,122046,52.6624,-114.375,2100,1,78,346000
3,1,1140,5000,1,0,1140,0,1960,0,122034,52.7835,-114.552,1140,3,75,276000
3,1,1140,8800,1,0,1140,0,1972,0,122039,52.4929,-114.465,1270,2,69,172500
4,3.25,4060,13000,2,3,4060,0,2000,0,122057,52.811,-114.436,3220,2,51,1800000
5,4.5,4590,14685,2,0,4590,0,2009,0,122010,52.894,-114.39,3030,3,59,1710000
4,3.5,3080,4815,2,3,2300,780,1937,2009,122032,52.8717,-114.601,2910,2,57,1660000
3,3.25,3790,19000,2,4,3790,0,1985,0,122050,52.954,-114.563,2740,1,52,1600000
4,3.75,3070,5850,2,0,2400,670,1927,0,122047,52.863,-114.473,2940,3,75,1570000
4,3.75,3160,9525,2.5,0,3160,0,1997,0,122057,52.7923,-114.411,2400,3,79,1380000
4,3,5940,11533,2,4,4950,990,2004,0,122008,52.7743,-114.06,4240,2,64,1150000
3,2.75,2640,4050,1.5,0,1750,890,1926,0,122047,52.8632,-114.471,1920,1,79,1100000
4,2.5,2920,7200,1,3,1470,1450,1921,2006,122054,52.8247,-114.478,3210,2,68,1050000
3,2.25,2510,6339,1.5,2,1810,700,1932,0,122032,52.8796,-114.581,1820,3,63,994000
5,3,3480,15185,2,0,3480,0,1964,0,122057,52.8057,-114.406,3030,3,58,970000
3,3.75,3250,5797,2,2,2370,880,1951,0,122032,52.8781,-114.595,1840,1,52,967500
5,4,3720,15200,2,0,3720,0,2005,0,122020,52.8256,-114.216,4100,3,80,960000
4,2.25,2290,10687,2,0,2290,0,1978,0,122048,52.8178,-114.392,2290,3,53,949880
4,3,3720,29043,2,0,3720,0,1991,0,122010,52.9207,-114.351,1610,2,65,857000
4,2.5,1850,50662,1,0,1430,420,1978,0,122005,52.8835,-114.309,2090,1,63,830000
4,2.5,2680,7200,1,0,1380,1300,1952,2013,122010,52.9135,-114.377,1950,3,78,800000
3,3,2520,2152,1.5,0,1560,960,1925,2006,122003,52.8663,-114.561,1140,1,76,780000
4,2.5,3330,7399,2,0,3330,0,2009,0,122005,52.909,-114.343,2640,1,59,760000
3,2.5,2610,7256,2,0,2610,0,2014,0,122010,52.925,-114.37,2610,1,68,754950
2,2,1880,5400,1.5,0,1880,0,1902,0,122047,52.8538,-114.501,1590,1,62,751750
