number of bedrooms,number of bathrooms,living area,lot area,number of floors,number of views,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,living_area_renov,Number of schools nearby,Distance from the airport,Price
5,3,2900,12160,1,0,1890,1010,1967,0,2590,2,50,790000
5,3,2170,2440,1,0,1450,720,1911,0,2070,2,75,750500
4,2,1960,8680,1,0,1290,670,1959,0,2160,2,64,723000
3,2,2390,4555,2,0,2390,0,2006,0,2540,3,77,695000
4,2,2920,9904,2,0,2920,0,1990,0,1810,3,58,690000
3,1,1940,7313,1,1,1440,500,1960,0,2160,2,56,685000
3,2,2330,4000,1,2,1520,810,1927,0,1870,2,50,680000
4,2,2620,6707,2,0,2620,0,2000,0,2590,3,77,672500
3,2,2620,21587,2,0,2620,0,1992,0,2570,3,50,672000
4,2,3310,6166,2,0,3310,0,2008,0,3200,1,57,658000
3,2,2930,6050,2,0,2930,0,2008,0,2760,3,52,650880
3,3,1730,1229,2,2,1320,410,2008,0,1710,1,72,645000
4,1,1640,4240,1,0,920,720,1921,0,1300,2,78,635200
4,2,2300,3400,1,0,1550,750,1915,0,1670,1,75,619000
4,2,2760,6850,2,0,2760,0,1999,0,2640,3,73,602500
3,1,2930,19876,1,0,2030,900,1993,0,2740,3,63,600000
3,2,1480,5000,1,0,750,730,1928,0,1250,2,63,595000
4,2,2440,22594,2,0,2440,0,1996,0,2560,3,77,565000
5,2,2450,9488,1,0,1240,1210,1900,1955,1310,2,62,550000
3,1,2600,5085,1,0,1400,1200,1940,0,1320,1,60,540000
3,2,1360,1016,3,0,1310,50,2003,0,1365,3,66,535000
3,1,1590,6420,1,0,1590,0,1944,0,1780,2,55,529000
5,2,2630,9216,2,0,2630,0,2003,0,2020,1,66,525000
3,3,2600,5238,1,3,1890,710,1989,0,2220,2,72,525000
3,1,2240,3800,2,0,1370,870,1929,0,1690,3,62,510000
3,2,2590,54014,2,0,1980,610,1988,0,3170,2,50,503000
4,1,1600,4300,1,0,1600,0,1916,0,1610,3,63,485000
3,1,2110,7800,1,0,1110,1000,1924,0,1360,1,62,475300
6,2,4410,14034,1,2,2350,2060,1965,0,2600,3,62,472000
4,2,2590,10002,1,0,1340,1250,1968,0,1550,3,69,452000
4,2,2240,7725,1,0,1120,1120,1956,0,1340,3,69,450000
4,2,2320,4344,2,0,2320,0,2012,0,2310,3,58,449950
4,1,1990,4725,1,0,1190,800,1944,0,1240,2,71,445000
2,1,1260,5000,1,0,1040,220,1951,0,1510,2,65,436500
3,1,1950,52256,1,0,1950,0,1985,0,2450,2,58,412000
3,2,1240,14404,1,0,1240,0,1988,0,1350,3,50,405000
5,1,1880,10000,1,0,960,920,1963,0,1580,1,64,405000
2,1,710,1173,2,0,710,0,1943,0,1370,2,70,402000
4,1,1390,7200,1,0,1140,250,1965,0,1630,1,57,400000
4,2,1240,3867,1,0,800,440,1987,0,1150,1,51,400000
5,2,1930,9747,1,0,1020,910,1962,0,2040,3,59,400000
4,2,1670,12056,1,0,1670,0,1955,0,1860,1,78,400000
2,1,1320,1824,1,0,1320,0,1909,0,1320,1,80,395000
2,1,910,7000,1,0,910,0,1952,0,1260,1,68,389000
2,1,810,4800,1,0,810,0,1919,0,1040,1,65,367500
4,2,2040,22653,2,0,2040,0,2011,0,2020,1,52,350000
4,1,1700,7800,1,0,1120,580,1981,0,1560,2,75,349000
3,2,2270,8876,1,0,1380,890,1977,0,2150,2,51,332000
3,1,1460,5040,1,0,1100,360,1971,0,2330,1,50,329932
2,2,1000,905,3,0,1000,0,2006,0,980,3,70,305000
2,1,900,423838,1,2,900,0,1925,0,1810,2,79,302000
2,1,820,3844,1,0,820,0,1916,0,1520,1,64,300000
3,2,2080,9827,2,0,2080,0,1989,0,2660,3,80,300000
4,2,2290,4539,2,0,2290,0,2001,0,1710,3,76,295000
3,1,1590,4000,1,2,1090,500,1957,0,1630,2,67,267500
4,1,1880,7632,1,0,1180,700,1978,0,1840,3,50,266500
4,2,1720,9753,1,0,1120,600,1978,0,1510,2,53,264950
3,1,1470,14821,1,0,1470,0,1958,0,1760,1,57,264000
2,1,1500,4120,1,0,880,620,1928,0,1300,2,69,262000
2,1,1110,26051,1,0,1110,0,1951,0,2240,1,55,250000
3,1,1270,11600,1,0,1270,0,1964,0,1380,3,61,246500
4,2,1530,6375,2,0,1530,0,1942,1983,1500,2,63,231000
2,1,950,7560,1,0,950,0,1958,0,1160,2,65,230000
3,1,1590,7617,2,0,1590,0,1986,0,1490,2,61,210000
3,1,1250,6250,1,0,1030,220,1949,0,1130,3,63,155000
3,1,1010,5490,1,0,1010,0,1954,0,1740,2,75,145000
2,1,900,8580,1,0,900,0,1918,0,2060,3,60,83000
4,3,5550,28078,2,2,3350,2200,2000,0,2980,1,51,3710000
4,3,4140,20734,1,1,3300,840,1977,2005,4020,3,71,2400000
5,3,4180,17935,2,0,4180,0,2004,0,2950,1,54,1890000
6,2,5700,20000,1,4,2850,2850,1977,0,3690,2,53,1390000
3,2,2090,6000,1,0,2090,0,1928,0,2730,3,53,1370000
4,2,3150,13700,2,0,3150,0,1966,0,3200,1,75,1260000
4,1,2500,92347,1,0,1500,1000,1970,0,3750,3,80,950000
4,3,3760,5000,2,0,2860,900,2014,0,1340,3,67,919204
3,2,3060,12095,2,0,3060,0,1983,0,3060,3,66,860000
7,4,4290,37607,1,0,4290,0,1982,0,2810,3,71,840000
3,2,2780,11964,2,0,2780,0,2009,0,1760,2,50,825500
2,2,1730,31491,2,2,1730,0,1947,1988,1400,1,53,800000
3,1,1700,8400,1,0,1460,240,1947,0,2010,1,64,750000
4,2,2600,4674,1,0,1560,1040,1976,0,2600,2,65,750000
5,3,3990,18897,2,0,3090,900,1937,2010,2080,2,53,740000
4,3,2840,4120,1,0,2060,780,1931,0,1840,1,71,735000
4,1,3420,7200,1,3,1770,1650,1947,0,2450,1,62,715000
4,2,2310,3570,1,0,1490,820,1927,2014,1580,2,78,700000
4,2,2310,5100,2,0,2310,0,2013,0,1260,3,59,685000
4,2,3190,11375,1,0,2210,980,1946,0,1100,1,66,659000
4,2,2060,8470,1,0,1440,620,1983,0,2180,3,65,655000
2,2,1740,2500,2,2,1210,530,1994,0,1640,2,57,650000
2,1,1890,5202,1,0,1890,0,1909,0,1670,1,65,645500
3,2,2670,10082,1,0,2670,0,1987,0,2740,1,59,642000
4,2,2560,8780,2,0,2560,0,1992,0,2780,2,63,642000
4,3,4240,25639,2,3,3550,690,1989,0,3590,1,62,625000
4,2,2340,50233,1,0,1170,1170,1966,0,2470,1,79,568000
3,1,2000,7350,1,0,2000,0,1953,0,1890,1,56,560000
4,2,2720,4738,2,0,2720,0,2012,0,2590,3,53,545000
3,2,1950,9906,2,0,1950,0,1988,0,1860,3,64,530000
4,2,2620,6019,2,0,2620,0,2013,0,2790,1,76,499431
3,1,1920,5405,1,2,960,960,1947,0,1190,1,71,490000
3,2,2260,19821,2,0,2260,0,1994,0,2750,2,53,489000
2,2,1540,54450,2,0,1540,0,1983,0,2280,3,50,475000
4,2,1820,20349,1,0,1340,480,1977,0,1270,2,74,465000
3,1,2580,11000,1,0,1290,1290,1951,0,2280,2,60,459900
5,2,3090,23265,1,0,2990,100,1957,0,2560,2,66,458000
5,2,2220,4000,1,0,1230,990,1973,0,1580,2,54,427000
3,1,1680,3000,1,2,840,840,1900,0,1540,2,53,425000
3,1,1510,44000,1,0,1240,270,1989,0,2290,2,68,425000
3,2,1820,8058,1,0,1260,560,1974,0,1850,1,50,425000
2,1,1340,4664,1,0,1340,0,2004,0,1350,1,56,415000
2,1,940,4800,1,0,940,0,1911,1955,980,1,67,399000
4,2,2910,5000,2,0,2910,0,2002,0,2740,3,62,395000
3,2,2120,7560,1,0,2120,0,1991,0,2660,1,67,386000
3,1,1220,4800,1,0,1220,0,1901,0,1200,2,50,385000
3,2,1860,3690,2,0,1860,0,2000,0,1870,2,79,384950
3,1,1200,9800,1,0,1200,0,1971,0,1220,2,78,374000
3,2,1550,8509,1,0,1150,400,1959,0,1840,2,61,369000
3,2,1490,4522,2,0,1490,0,2009,0,1580,3,78,365250
2,1,1090,5000,1,0,730,360,1942,0,990,2,59,356700
3,2,2200,7278,2,0,2200,0,1990,0,2190,2,78,349900
2,1,1000,4776,1,0,1000,0,1942,0,1500,3,70,332000
2,2,1240,1546,2,0,1240,0,2007,0,1520,3,52,330000
3,1,2180,10230,1,0,1090,1090,1961,0,2130,3,55,325000
4,2,2280,7200,2,0,2280,0,1994,0,2250,1,64,322000
3,2,1060,1716,1,0,1060,0,1981,0,1080,2,67,315000
3,1,1210,9525,1,0,1210,0,1955,0,1680,2,69,299950
2,1,1880,7560,1,0,940,940,1919,0,1280,3,72,280000
3,1,1050,5850,1,0,1050,0,1980,0,1220,3,73,260000
4,1,1290,5000,1,0,1290,0,1957,0,1440,2,53,249950
3,2,1330,6000,1,0,630,700,1900,0,1140,3,52,240000
3,2,1560,7352,1,0,1560,0,1992,0,1120,1,54,196440
3,2,1590,11745,1,0,1090,500,1978,0,1540,1,67,190000
2,1,1220,3568,1,0,1220,0,1976,0,1180,3,78,168000
3,2,2460,12028,2,0,2460,0,1996,0,2540,1,61,693000
3,2,2675,40910,2,0,2675,0,1984,0,2300,1,58,660000
3,2,1760,1146,3,0,1760,0,2014,0,1346,1,62,615000
4,2,2550,6256,2,0,2550,0,1992,0,2460,2,75,587000
5,2,2080,13189,2,0,2080,0,1987,0,2030,2,61,538888
3,2,1960,3480,2,0,1960,0,2004,0,2560,3,68,289950
5,3,3640,8239,2,3,2540,1100,1982,0,3330,2,64,1600000
4,3,3480,7232,2,0,2580,900,1926,2010,2380,1,80,1510000
4,2,2630,16475,2,0,2630,0,1953,0,2670,3,58,843500
4,1,2780,9900,2,0,2780,0,1978,0,2600,2,72,660000
3,1,1620,7330,1,0,1090,530,1974,0,1380,3,62,459000
1,1,750,4000,1,0,750,0,1918,0,1770,3,67,250000
3,1,1790,12000,1,0,1040,750,1960,0,1840,1,54,243000
4,3,4370,8510,2,1,3610,760,2003,0,2960,3,60,1970000
5,3,3160,13238,2,0,3160,0,1972,0,2360,1,74,1250000
3,2,2230,5750,2,0,2230,0,2003,0,1900,2,58,1040000
3,2,2730,5832,2,0,2730,0,1998,0,2360,3,58,1000000
3,1,1670,5400,2,0,1670,0,1912,0,2100,3,74,985000
4,2,2460,5000,2,0,1620,840,1938,0,2320,1,61,965000
3,2,3020,43560,2,0,2720,300,1969,0,3910,3,63,955000
4,2,3270,12880,2,0,3270,0,2014,0,2420,1,72,939000
4,3,4500,21780,2,2,3040,1460,1980,0,3540,2,64,870000
3,1,2160,6272,1,0,1390,770,1960,0,1290,3,54,820000
4,1,1840,4337,2,0,1840,0,1917,0,2250,2,73,809000
2,2,2210,6327,1,0,2210,0,2003,0,2170,1,57,802000
3,3,3740,39640,2,2,3740,0,1991,0,2930,3,71,789000
4,2,2360,6000,1,0,1260,1100,1939,0,1720,3,63,730000
4,2,3190,7869,2,2,3190,0,2001,0,2630,2,61,725995
4,3,4400,186846,2,0,4400,0,1993,0,2280,1,69,687000
3,1,1840,9990,2,0,1840,0,1961,0,2100,2,63,686000
3,2,2610,9002,2,0,2610,0,1988,0,2320,2,59,675000
4,2,2710,5500,2,0,2710,0,1999,0,2710,3,50,668500
4,2,2720,10000,2,0,2720,0,1987,0,2720,3,80,665000
4,2,1990,4600,1,2,1420,570,1932,0,1810,3,71,661000
3,2,2290,3475,2,0,2290,0,2006,0,2340,1,65,653000
4,2,2430,14400,1,0,1670,760,1963,0,2140,2,62,645000
3,2,1960,4166,1,0,980,980,1940,0,1440,2,60,635000
3,2,1760,5000,1,0,960,800,1920,0,1380,2,74,629000
4,2,2150,9070,2,0,2150,0,1985,0,2230,2,70,615000
5,2,3990,3839,1,0,1990,2000,1962,0,2090,3,60,610000
5,2,2910,36250,1,0,1590,1320,1977,0,2910,1,58,585083
4,2,2220,7064,2,0,2220,0,1988,0,2220,2,80,580000
3,2,2180,7519,1,0,1310,870,1981,0,1510,1,76,568500
3,2,2930,5569,1,0,1860,1070,2004,0,2580,3,55,559900
3,2,1810,5040,1,0,1810,0,1925,0,1518,2,71,550000
3,2,1840,3035,1,0,920,920,1926,0,1780,1,64,550000
3,1,1790,8203,1,1,1790,0,1910,0,1960,2,62,544000
4,1,1720,4240,1,0,1460,260,1925,0,1930,2,52,540000
3,2,1690,9626,2,0,1690,0,1984,0,1860,3,80,535000
4,2,2910,7631,2,2,2910,0,2006,0,3190,1,72,525000
3,2,1720,5525,1,2,960,760,1941,0,1760,3,79,500000
3,1,2770,6250,1,0,1580,1190,1978,0,2420,1,55,492000
3,2,1750,15500,1,0,1490,260,1982,0,2450,2,69,472500
3,1,950,4250,1,0,950,0,1948,0,2130,3,73,469000
3,1,1890,7004,1,0,1290,600,1965,0,1440,1,67,465500
2,1,1170,6000,1,0,970,200,1941,0,2130,1,68,455000
2,1,1140,5720,1,0,850,290,1947,0,1410,2,62,455000
2,1,1110,6800,1,0,1000,110,1947,0,1410,3,65,440150
4,2,2340,11034,1,0,1720,620,1967,0,2370,2,77,440000
2,2,1410,12282,1,0,1410,0,1909,1988,1410,3,78,439900
3,1,1120,6900,1,0,1120,0,1956,0,1300,3,64,439800
3,2,2240,6460,2,0,2240,0,2002,0,2610,3,65,432500
2,1,990,4802,1,0,990,0,1947,0,1180,3,51,430000
4,2,2150,9915,1,0,1240,910,1976,0,1980,2,77,411000
4,1,1790,11875,1,0,1490,300,1969,0,1870,1,50,410000
2,1,1710,4234,2,0,1330,380,1920,1979,1530,2,71,405000
3,1,2030,8880,1,0,1330,700,1963,0,2140,1,70,404000
3,2,1495,936,3,0,1405,90,2006,0,1495,1,69,400000
1,1,730,3000,1,0,730,0,1911,0,1520,1,51,395000
3,2,1410,1290,2,0,1290,120,2004,0,1490,2,64,391000
2,1,1210,4800,1,0,1060,150,1950,0,1380,3,79,380000
3,1,1510,8301,1,0,1510,0,1967,0,1460,2,79,366000
3,2,2680,7836,2,0,2680,0,1990,2009,2340,3,61,350000
3,1,1990,5650,1,1,1320,670,1963,0,2130,3,78,345000
2,2,1175,1366,2,0,740,435,2005,0,1710,1,79,342000
3,1,1320,13200,1,0,1320,0,1970,0,1730,2,61,327000
5,2,3020,21441,1,0,1510,1510,1978,0,1610,2,75,320000
3,2,2130,8721,1,0,1570,560,1987,0,2130,3,50,316000
3,1,960,6634,1,0,960,0,1952,0,1570,3,72,315000
2,1,1140,2980,2,0,1140,0,1988,0,1150,2,53,305000
3,1,950,13475,1,0,950,0,1950,0,1240,3,65,305000
4,2,2070,7476,2,0,2070,0,2003,0,2430,1,62,300000
3,2,1950,3600,2,0,1950,0,2010,0,1870,1,54,298000
3,2,2080,4828,2,0,2080,0,2002,0,2190,1,73,290000
2,2,1380,1073,2,0,1140,240,2011,0,1580,2,62,285000
3,2,1380,4500,1,0,1380,0,2008,0,1620,3,80,275000
3,1,1450,8820,1,0,1050,400,1958,0,1510,3,74,274950
4,2,1920,8497,2,0,1920,0,1998,0,1940,2,66,270000
4,2,1850,7560,1,0,1540,310,1978,0,1620,2,60,250000
3,1,1010,7245,1,0,1010,0,1969,0,1300,1,53,199950
1,1,720,6000,1,0,720,0,1940,0,1040,3,58,155000
4,3,2790,10125,1,0,2790,0,1985,0,2570,2,68,1300000
4,3,2930,3200,1,0,2130,800,1925,0,1900,2,62,1100000
4,2,2580,6000,1,0,1300,1280,1950,0,2300,2,74,1100000
4,3,4130,12320,2,0,4130,0,2001,0,3690,3,79,1070000
4,2,2290,5350,2,0,2120,170,1958,0,2910,1,70,975000
5,2,3040,10257,2,0,3040,0,1993,0,2860,1,74,960000
4,3,4590,9150,2,0,3490,1100,1981,0,2910,1,80,960000
5,3,3490,9680,2,4,2460,1030,1980,0,3080,2,53,941500
4,2,2200,4000,2,0,1430,770,1908,0,2100,2,50,930000
2,2,2680,11214,1,0,2680,0,2006,0,2305,2,75,930000
4,2,3720,12384,1,2,1860,1860,1970,0,3180,2,55,875000
3,1,1370,3850,1,0,770,600,1911,1988,1390,1,73,850000
5,1,2550,4623,2,0,2550,0,1905,0,1570,1,71,847000
4,2,1550,4000,1,0,1550,0,1930,0,2120,1,52,835000
3,3,2080,10521,1,0,2080,0,2004,0,3730,2,56,830000
3,2,1840,3500,1,0,1540,300,1910,0,1800,3,77,785200
3,2,2430,54059,2,0,2430,0,1987,0,2910,2,53,770000
4,2,2870,12648,2,0,2870,0,1986,0,2560,3,73,720000
3,1,1030,4958,1,0,1030,0,1952,0,2230,3,57,718000
3,2,2050,9000,1,0,2050,0,1951,0,2910,2,54,713250
3,1,1660,8797,1,0,1660,0,1956,0,2350,1,62,712500
3,2,2140,4923,1,0,1070,1070,1928,0,1470,2,60,710000
4,2,2961,12146,2,0,2961,0,1998,0,2620,1,53,695000
3,2,2390,9313,1,0,1390,1000,1942,0,2390,2,73,689800
3,2,2290,2798,3,0,2290,0,1953,1983,2260,1,70,660000
4,2,2790,45902,2,0,2790,0,1987,0,2890,3,50,654950
5,2,2550,5040,1,0,2550,0,1902,0,1590,2,61,650000
3,2,2370,11172,2,0,2370,0,1993,0,2550,2,67,640000
3,2,1350,3068,2,0,1350,0,1991,0,1900,2,63,613000
5,2,2070,12000,1,0,1340,730,1967,0,2090,1,58,613000
5,2,2740,5616,1,0,1670,1070,1925,0,1600,2,73,605000
3,2,2060,4040,1,0,1120,940,1947,0,1500,2,61,605000
4,2,2620,9873,2,0,2620,0,1987,0,2520,2,80,600000
4,2,1960,14242,1,1,1290,670,1958,0,2490,1,64,600000
4,4,2360,57514,2,0,2360,0,1939,1987,2037,3,67,590000
4,2,3150,5886,2,0,3150,0,2014,0,2650,1,63,580135
3,2,3800,33825,1,0,3330,470,1976,0,3470,2,64,575000
4,2,3120,7644,2,0,3120,0,2010,0,2980,3,51,575000
3,1,1300,6710,1,0,1300,0,1952,0,1630,1,57,571500
3,2,2090,12112,2,0,2090,0,1983,0,1760,3,55,562100
3,1,2000,10182,1,0,1400,600,1963,0,2050,2,54,560000
4,2,2170,9600,1,0,1460,710,1980,0,1940,3,55,550000
3,2,2110,11165,2,0,2110,0,2001,0,2110,1,80,548000
3,1,1810,3000,1,0,1810,0,1903,0,1140,1,63,545000
3,1,1250,6041,1,0,1250,0,1942,0,1180,1,73,530000
3,2,2190,4882,2,0,2190,0,1999,0,2190,3,67,503000
3,1,1620,4200,1,0,830,790,1945,0,1580,2,50,500000
4,2,2220,8872,1,0,1110,1110,1961,0,2220,1,55,495000
5,2,2670,3800,2,0,2670,0,2014,0,2670,3,64,494995
3,2,2600,7210,2,0,2600,0,1989,0,2350,2,72,475000
3,2,1800,43647,1,0,1800,0,1976,0,2480,1,52,474900
4,2,3030,9687,2,0,2020,1010,1998,0,2050,1,61,471000
5,2,2040,7488,1,0,1200,840,1969,0,1530,3,50,449500
2,1,1230,6600,1,0,1130,100,1906,0,1260,2,74,440000
3,2,1680,57063,2,0,1680,0,1989,0,1910,1,78,440000
5,2,2120,137565,1,0,2120,0,1913,0,2120,1,54,437000
3,1,2220,132858,1,0,1110,1110,1988,0,2130,2,60,435000
3,2,1970,4036,2,0,1970,0,2003,0,1960,1,73,432000
3,2,1360,5120,1,0,910,450,1924,0,1440,2,58,430000
4,2,1790,7203,1,0,1110,680,1973,0,2270,2,64,430000
3,3,2340,5002,2,0,2340,0,2013,0,2790,3,78,427874
3,2,1660,6000,1,0,1110,550,1979,0,1440,1,63,425000
3,2,1870,9000,1,0,1440,430,1978,0,1870,2,68,425000
2,2,1140,1182,3,0,1140,0,2007,0,1290,1,57,425000
3,1,1660,9600,1,0,1380,280,1981,0,2030,3,68,420000
2,1,1370,5125,1,0,1370,0,1944,0,1200,3,80,409950
3,3,2780,4002,2,0,2780,0,2009,0,1890,1,68,402500
3,1,1200,4800,1,0,1200,0,1962,0,1510,1,55,400000
3,2,1450,4706,2,0,1450,0,2009,0,1490,2,57,400000
3,2,1080,7236,1,0,1080,0,1947,0,1120,2,75,390000
6,1,2550,33740,1,0,1750,800,1958,0,2010,1,59,375900
3,2,1720,99916,2,0,1720,0,1990,0,1340,2,79,365000
4,2,2240,3712,2,0,2240,0,2014,0,2530,3,50,363990
3,2,1950,8130,2,0,1950,0,1990,0,2350,1,76,328500
3,1,2250,26337,1,0,2250,0,1980,0,1830,2,58,325000
3,2,1880,10758,1,0,940,940,1952,0,2060,3,71,320000
3,3,1530,1602,2,0,1140,390,2013,0,1450,2,62,320000
5,2,2090,4698,2,0,2090,0,1998,0,2070,2,54,315000
4,2,1830,5175,2,0,1830,0,2003,0,1830,2,79,312000
3,2,1540,5338,1,0,770,770,1954,0,1680,3,76,312000
5,2,2481,4045,2,0,2481,0,2014,0,2363,2,51,309000
2,1,1170,10621,1,0,1170,0,1963,0,1340,1,79,295000
3,1,2880,18296,1,0,1580,1300,1958,0,1380,3,62,285000
2,1,1480,15641,1,0,1480,0,1940,0,1520,2,61,280000
3,1,1590,27200,1,0,1590,0,1926,0,1820,1,69,280000
3,2,1410,7622,1,0,1410,0,1983,0,1830,2,63,272500
3,1,1970,10270,1,0,1970,0,1966,0,1970,1,66,268000
2,1,1220,5000,1,0,860,360,1921,0,1120,2,52,253000
3,2,1765,7652,2,0,1765,0,1996,0,1765,3,55,250000
3,1,1340,16480,1,0,1340,0,1968,0,1520,2,73,239000
3,1,1040,6860,2,0,1040,0,1942,0,1030,2,62,239000
3,2,1530,8700,1,0,1530,0,1970,0,1960,3,73,235000
2,1,720,4840,1,0,720,0,1947,0,1510,3,66,235000
3,1,1250,15603,1,0,1250,0,1959,0,1720,3,64,235000
2,1,940,5375,1,0,940,0,1952,0,1200,3,56,234000
3,2,1440,5000,1,0,720,720,1942,2007,1120,2,75,230000
3,1,1200,9936,1,0,1200,0,1969,0,1200,1,65,225000
3,1,1030,9120,1,0,1030,0,1961,0,1470,3,50,223000
3,2,1200,9566,1,0,1200,0,1995,0,1590,3,68,222400
3,1,1110,7962,1,0,1110,0,1962,0,1200,3,76,210000
3,1,1060,9600,1,0,1060,0,1962,0,1060,3,80,206000
3,1,1180,9048,1,0,1180,0,1960,0,1460,2,65,193000
2,2,1240,2689,2,0,1240,0,1986,0,1430,3,68,174500
3,1,1320,8220,1,0,1320,0,1959,0,1320,2,77,150000
5,3,3410,9088,2,3,2760,650,1912,0,3540,3,54,2400000
6,4,3810,28176,1,4,3810,0,1969,0,3810,3,66,2010000
3,2,2660,13367,2,2,2660,0,1992,0,2660,1,50,1900000
5,2,3200,17204,1,0,2160,1040,1952,0,4090,3,64,1270000
5,3,3880,13885,2,3,2540,1340,1979,0,3690,2,50,1130000
5,2,2660,8737,1,4,1470,1190,1969,0,3280,1,52,1100000
3,1,2640,8000,1,3,1320,1320,1960,0,2740,1,69,1030000
5,3,3280,4000,2,0,2440,840,2003,0,1980,3,63,989000
4,2,2770,8642,2,0,2770,0,1987,0,2670,1,51,907500
4,2,3790,10669,2,0,3790,0,1999,0,3750,2,50,875000
3,1,2090,5414,2,0,1610,480,1947,2013,1280,3,56,865000
3,3,4720,32467,2,2,3190,1530,1998,0,3260,3,77,860000
4,2,2700,9320,2,0,2700,0,1994,0,2120,1,72,837500
3,2,2430,5500,2,0,1810,620,1989,0,2040,2,62,791000
3,1,1670,9600,1,0,1670,0,1961,0,1900,1,63,785000
3,2,1630,7599,1,0,1630,0,2006,0,2030,3,69,767450
4,3,4410,5104,2,0,3400,1010,2006,0,4390,3,57,765000
3,2,1990,3990,1,0,1130,860,1912,0,1710,2,58,760500
4,2,2730,36183,2,0,2730,0,1986,0,2710,1,55,760000
4,2,3370,12447,2,0,3370,0,1991,0,3700,3,51,760000
4,1,1540,115434,1,0,1540,0,1923,0,2027,1,55,759600
3,2,2370,9619,1,0,1650,720,1973,0,1960,1,78,746000
3,3,1540,704,3,0,1540,0,2011,0,1540,2,58,742000
4,2,2770,45514,2,0,2770,0,1989,0,2940,3,75,685000
3,2,2560,41346,2,0,2560,0,1986,0,3040,3,55,658588
4,2,3290,6203,2,0,3290,0,2008,0,2990,1,69,648000
4,2,2500,8500,1,0,1600,900,1978,0,2290,2,61,646000
3,2,1690,1553,2,0,1690,0,2007,0,1910,1,61,640000
4,3,2910,5260,2,0,2910,0,2012,0,2910,2,57,610000
4,2,4060,9734,1,4,2150,1910,1977,0,2750,3,66,603500
3,2,1780,1487,3,0,1600,180,2006,0,1780,2,52,586500
6,2,2630,16411,1,0,1650,980,1974,0,2250,2,68,583000
3,2,1830,7897,1,0,1290,540,1986,0,1990,1,69,572000
5,2,2650,11455,1,0,1400,1250,1961,0,1960,3,54,565000
3,2,2070,12708,2,0,2070,0,1996,0,2620,1,76,560000
4,2,2740,88426,2,0,2740,0,1991,0,2740,3,51,549000
5,2,2730,17240,1,0,1660,1070,1958,0,2250,1,75,545000
3,1,1050,4160,1,0,1050,0,1925,0,1580,1,72,540000
3,2,1710,2300,2,0,1570,140,2005,0,2120,3,74,539000
3,2,1820,4910,2,0,1820,0,1993,0,2090,3,74,532000
4,1,2020,7029,1,0,1430,590,1979,0,1780,3,73,532000
3,2,1540,7800,1,0,1540,0,2004,0,1510,3,64,525000
3,3,1540,1487,2,0,1540,0,2011,0,1620,3,60,520000
2,1,830,2820,1,0,830,0,1920,0,1460,3,72,519000
5,3,2920,11440,2,0,2920,0,2003,0,1720,2,67,500000
3,2,1520,2208,2,0,1040,480,2007,0,1610,2,53,499950
3,1,1020,9072,1,0,920,100,1930,0,1620,3,53,489000
3,2,2340,59058,1,0,2340,0,1985,0,2700,2,63,485000
3,2,1800,12669,1,0,1800,0,1956,1990,1970,1,64,470000
3,1,910,4500,1,0,910,0,1948,0,1370,2,66,465000
3,1,1420,1189,3,0,1420,0,2006,0,1380,1,64,455000
5,2,2300,23345,1,0,1170,1130,1967,0,2280,3,60,453500
2,1,1500,6800,1,0,910,590,1942,0,1450,3,80,437000
4,2,2460,5091,2,0,2460,0,2003,0,2490,1,53,427500
3,2,2060,4399,2,0,2060,0,2007,0,2060,1,66,418500
4,2,2000,5962,2,0,2000,0,1999,0,1790,1,73,415000
3,1,1840,5101,1,0,1040,800,1952,0,1340,1,77,411715
